Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
5/2/2020 18:41:37 PM,27.00°C,29.00°C,56.00°C,30.00°C,32.00°C,34.00°C,940RPM,754RPM,769RPM,1.36V,20%,32.00°C,0RPM,32.70°C,540RPM,540RPM,960RPM
5/2/2020 18:41:42 PM,28.00°C,30.00°C,60.00°C,30.00°C,34.00°C,35.00°C,951RPM,789RPM,798RPM,1.40V,21%,33.00°C,0RPM,32.80°C,600RPM,540RPM,960RPM
5/2/2020 18:41:47 PM,28.00°C,30.00°C,58.00°C,30.00°C,34.00°C,37.00°C,948RPM,785RPM,799RPM,1.38V,33%,33.00°C,0RPM,32.90°C,540RPM,540RPM,960RPM
5/2/2020 18:41:52 PM,29.00°C,30.00°C,67.00°C,30.00°C,35.00°C,37.00°C,951RPM,784RPM,800RPM,1.38V,11%,33.00°C,0RPM,33.00°C,540RPM,540RPM,960RPM
5/2/2020 18:41:57 PM,29.00°C,30.00°C,57.00°C,30.00°C,34.00°C,38.00°C,945RPM,820RPM,829RPM,1.40V,10%,34.00°C,0RPM,33.00°C,604RPM,588RPM,960RPM
5/2/2020 18:42:02 PM,29.00°C,31.00°C,59.00°C,30.00°C,34.00°C,38.00°C,953RPM,818RPM,830RPM,1.43V,9%,34.00°C,0RPM,33.00°C,562RPM,554RPM,960RPM
5/2/2020 18:42:07 PM,29.00°C,31.00°C,54.00°C,30.00°C,34.00°C,39.00°C,948RPM,814RPM,830RPM,1.40V,9%,35.00°C,0RPM,33.00°C,545RPM,542RPM,960RPM
5/2/2020 18:42:12 PM,30.00°C,32.00°C,51.00°C,30.00°C,34.00°C,39.00°C,951RPM,839RPM,856RPM,1.40V,9%,35.00°C,0RPM,32.90°C,541RPM,540RPM,960RPM
5/2/2020 18:42:17 PM,30.00°C,32.00°C,48.00°C,31.00°C,34.00°C,39.00°C,952RPM,844RPM,861RPM,1.44V,11%,36.00°C,0RPM,32.70°C,545RPM,540RPM,960RPM
5/2/2020 18:42:22 PM,30.00°C,32.00°C,53.00°C,31.00°C,34.00°C,40.00°C,951RPM,843RPM,860RPM,1.40V,8%,36.00°C,0RPM,32.70°C,540RPM,540RPM,960RPM
5/2/2020 18:42:27 PM,30.00°C,32.00°C,56.00°C,31.00°C,34.00°C,40.00°C,955RPM,844RPM,861RPM,1.42V,8%,37.00°C,0RPM,32.60°C,540RPM,540RPM,960RPM
5/2/2020 18:42:32 PM,30.00°C,33.00°C,49.00°C,31.00°C,35.00°C,41.00°C,955RPM,844RPM,862RPM,1.44V,9%,37.00°C,0RPM,32.60°C,530RPM,531RPM,960RPM
5/2/2020 18:42:37 PM,30.00°C,33.00°C,47.00°C,31.00°C,35.00°C,41.00°C,955RPM,850RPM,862RPM,1.44V,8%,38.00°C,0RPM,32.50°C,522RPM,524RPM,990RPM
5/2/2020 18:42:42 PM,30.00°C,33.00°C,44.00°C,31.00°C,35.00°C,41.00°C,953RPM,845RPM,861RPM,1.42V,9%,39.00°C,0RPM,32.50°C,522RPM,520RPM,960RPM
5/2/2020 18:42:47 PM,30.00°C,34.00°C,43.00°C,31.00°C,35.00°C,41.00°C,953RPM,845RPM,863RPM,1.44V,9%,39.00°C,0RPM,32.50°C,523RPM,523RPM,960RPM
5/2/2020 18:42:52 PM,30.00°C,34.00°C,50.00°C,32.00°C,35.00°C,42.00°C,957RPM,846RPM,863RPM,1.40V,8%,40.00°C,0RPM,32.50°C,518RPM,521RPM,960RPM
5/2/2020 18:42:57 PM,31.00°C,34.00°C,55.00°C,32.00°C,35.00°C,42.00°C,953RPM,865RPM,878RPM,1.42V,10%,40.00°C,0RPM,32.40°C,521RPM,517RPM,960RPM
5/2/2020 18:43:02 PM,31.00°C,34.00°C,47.00°C,32.00°C,35.00°C,42.00°C,953RPM,860RPM,879RPM,1.45V,8%,40.00°C,0RPM,32.40°C,522RPM,522RPM,990RPM
5/2/2020 18:43:07 PM,31.00°C,34.00°C,44.00°C,32.00°C,35.00°C,42.00°C,957RPM,860RPM,878RPM,1.42V,8%,41.00°C,0RPM,32.40°C,524RPM,519RPM,990RPM
5/2/2020 18:43:12 PM,31.00°C,34.00°C,43.00°C,32.00°C,35.00°C,42.00°C,957RPM,863RPM,878RPM,1.40V,10%,41.00°C,0RPM,32.40°C,520RPM,522RPM,990RPM
5/2/2020 18:43:17 PM,31.00°C,34.00°C,46.00°C,32.00°C,35.00°C,43.00°C,953RPM,860RPM,875RPM,1.45V,7%,42.00°C,0RPM,32.40°C,522RPM,520RPM,990RPM
5/2/2020 18:43:22 PM,31.00°C,34.00°C,44.00°C,32.00°C,35.00°C,43.00°C,960RPM,861RPM,880RPM,1.40V,9%,42.00°C,0RPM,32.40°C,523RPM,517RPM,990RPM
5/2/2020 18:43:27 PM,31.00°C,35.00°C,46.00°C,33.00°C,36.00°C,43.00°C,948RPM,864RPM,879RPM,1.42V,8%,43.00°C,0RPM,32.40°C,519RPM,521RPM,960RPM
5/2/2020 18:43:32 PM,32.00°C,35.00°C,43.00°C,33.00°C,36.00°C,43.00°C,959RPM,889RPM,905RPM,1.42V,8%,43.00°C,0RPM,32.40°C,522RPM,517RPM,960RPM
