Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
18/2/2020 08:22:09 AM,24.00°C,25.00°C,48.00°C,25.00°C,27.00°C,31.00°C,932RPM,675RPM,679RPM,1.00V,2%,28.00°C,0RPM,27.10°C,420RPM,420RPM,960RPM
18/2/2020 08:22:14 AM,24.00°C,25.00°C,44.00°C,25.00°C,28.00°C,32.00°C,936RPM,676RPM,679RPM,0.19V,0%,28.00°C,0RPM,27.10°C,420RPM,420RPM,960RPM
18/2/2020 08:22:19 AM,24.00°C,26.00°C,46.00°C,25.00°C,28.00°C,32.00°C,935RPM,674RPM,678RPM,1.43V,0%,29.00°C,0RPM,27.10°C,420RPM,532RPM,960RPM
18/2/2020 08:22:24 AM,25.00°C,26.00°C,47.00°C,25.00°C,29.00°C,32.00°C,934RPM,690RPM,693RPM,1.43V,0%,29.00°C,0RPM,27.00°C,484RPM,472RPM,960RPM
18/2/2020 08:22:29 AM,25.00°C,26.00°C,42.00°C,25.00°C,28.00°C,33.00°C,930RPM,693RPM,696RPM,1.45V,0%,30.00°C,0RPM,27.00°C,457RPM,454RPM,960RPM
18/2/2020 08:22:34 AM,25.00°C,27.00°C,34.00°C,25.00°C,29.00°C,33.00°C,936RPM,692RPM,694RPM,1.46V,1%,30.00°C,0RPM,27.00°C,453RPM,450RPM,960RPM
18/2/2020 08:22:39 AM,25.00°C,27.00°C,39.00°C,25.00°C,29.00°C,34.00°C,938RPM,694RPM,695RPM,0.95V,1%,31.00°C,0RPM,27.00°C,450RPM,444RPM,960RPM
18/2/2020 08:22:44 AM,25.00°C,27.00°C,35.00°C,25.00°C,29.00°C,34.00°C,936RPM,694RPM,694RPM,1.43V,1%,31.00°C,0RPM,26.90°C,450RPM,444RPM,960RPM
18/2/2020 08:22:49 AM,25.00°C,27.00°C,33.00°C,26.00°C,29.00°C,35.00°C,938RPM,694RPM,697RPM,1.49V,0%,32.00°C,0RPM,26.90°C,450RPM,438RPM,960RPM
18/2/2020 08:22:54 AM,25.00°C,27.00°C,47.00°C,26.00°C,30.00°C,35.00°C,934RPM,692RPM,696RPM,1.48V,4%,32.00°C,0RPM,26.90°C,449RPM,441RPM,960RPM
18/2/2020 08:22:59 AM,25.00°C,28.00°C,43.00°C,26.00°C,29.00°C,35.00°C,934RPM,694RPM,697RPM,1.42V,2%,32.00°C,0RPM,26.80°C,447RPM,444RPM,960RPM
18/2/2020 08:23:04 AM,26.00°C,28.00°C,45.00°C,26.00°C,29.00°C,35.00°C,936RPM,720RPM,726RPM,1.00V,1%,33.00°C,0RPM,26.90°C,447RPM,440RPM,960RPM
18/2/2020 08:23:09 AM,26.00°C,28.00°C,48.00°C,26.00°C,30.00°C,36.00°C,935RPM,723RPM,727RPM,1.43V,1%,33.00°C,0RPM,26.90°C,447RPM,442RPM,960RPM
18/2/2020 08:23:14 AM,26.00°C,28.00°C,43.00°C,26.00°C,30.00°C,36.00°C,932RPM,725RPM,727RPM,1.45V,1%,34.00°C,0RPM,26.90°C,447RPM,444RPM,960RPM
18/2/2020 08:23:19 AM,26.00°C,29.00°C,46.00°C,26.00°C,30.00°C,36.00°C,934RPM,720RPM,727RPM,1.44V,2%,34.00°C,0RPM,26.90°C,450RPM,441RPM,960RPM
18/2/2020 08:23:24 AM,26.00°C,29.00°C,47.00°C,27.00°C,30.00°C,36.00°C,935RPM,723RPM,728RPM,1.43V,1%,34.00°C,0RPM,27.00°C,450RPM,444RPM,960RPM
18/2/2020 08:23:29 AM,26.00°C,29.00°C,42.00°C,27.00°C,30.00°C,37.00°C,932RPM,724RPM,727RPM,0.92V,1%,35.00°C,0RPM,27.00°C,450RPM,438RPM,960RPM
18/2/2020 08:23:34 AM,26.00°C,30.00°C,45.00°C,27.00°C,30.00°C,37.00°C,935RPM,740RPM,742RPM,1.44V,1%,35.00°C,0RPM,27.00°C,447RPM,441RPM,960RPM
18/2/2020 08:23:39 AM,27.00°C,30.00°C,37.00°C,27.00°C,30.00°C,37.00°C,935RPM,740RPM,744RPM,1.44V,2%,36.00°C,0RPM,27.00°C,450RPM,441RPM,960RPM
