Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
18/2/2020 22:16:59 PM,22.00°C,23.00°C,44.00°C,22.00°C,24.00°C,27.00°C,935RPM,662RPM,673RPM,0.97V,0%,24.00°C,0RPM,21.80°C,420RPM,420RPM,930RPM
18/2/2020 22:17:04 PM,23.00°C,24.00°C,47.00°C,22.00°C,25.00°C,28.00°C,934RPM,660RPM,681RPM,1.43V,1%,24.00°C,0RPM,22.00°C,420RPM,420RPM,930RPM
18/2/2020 22:17:09 PM,23.00°C,24.00°C,43.00°C,22.00°C,24.00°C,28.00°C,934RPM,666RPM,674RPM,1.02V,1%,24.00°C,0RPM,22.20°C,420RPM,487RPM,930RPM
18/2/2020 22:17:14 PM,23.00°C,25.00°C,46.00°C,22.00°C,24.00°C,29.00°C,936RPM,661RPM,680RPM,1.45V,0%,25.00°C,0RPM,22.30°C,456RPM,446RPM,930RPM
18/2/2020 22:17:19 PM,24.00°C,25.00°C,37.00°C,22.00°C,25.00°C,30.00°C,936RPM,666RPM,680RPM,0.97V,2%,26.00°C,0RPM,22.30°C,435RPM,430RPM,960RPM
18/2/2020 22:17:24 PM,24.00°C,25.00°C,33.00°C,22.00°C,24.00°C,30.00°C,935RPM,665RPM,680RPM,1.46V,1%,26.00°C,0RPM,22.30°C,426RPM,425RPM,930RPM
18/2/2020 22:17:29 PM,24.00°C,25.00°C,46.00°C,22.00°C,25.00°C,30.00°C,934RPM,665RPM,675RPM,1.45V,4%,27.00°C,0RPM,22.30°C,422RPM,421RPM,930RPM
18/2/2020 22:17:34 PM,24.00°C,25.00°C,37.00°C,23.00°C,25.00°C,31.00°C,932RPM,666RPM,677RPM,1.45V,0%,27.00°C,0RPM,22.30°C,426RPM,420RPM,960RPM
18/2/2020 22:17:39 PM,24.00°C,25.00°C,33.00°C,23.00°C,25.00°C,31.00°C,936RPM,666RPM,678RPM,1.45V,0%,27.00°C,0RPM,22.30°C,426RPM,420RPM,960RPM
18/2/2020 22:17:44 PM,25.00°C,26.00°C,38.00°C,23.00°C,25.00°C,32.00°C,935RPM,682RPM,697RPM,1.45V,10%,28.00°C,0RPM,22.30°C,424RPM,420RPM,960RPM
18/2/2020 22:17:49 PM,25.00°C,26.00°C,44.00°C,23.00°C,25.00°C,32.00°C,935RPM,682RPM,693RPM,1.45V,2%,28.00°C,0RPM,22.30°C,422RPM,426RPM,930RPM
18/2/2020 22:17:54 PM,25.00°C,26.00°C,44.00°C,23.00°C,25.00°C,32.00°C,939RPM,682RPM,698RPM,1.43V,5%,29.00°C,0RPM,22.40°C,420RPM,424RPM,960RPM
18/2/2020 22:17:59 PM,25.00°C,27.00°C,46.00°C,23.00°C,25.00°C,32.00°C,939RPM,679RPM,697RPM,1.45V,2%,29.00°C,0RPM,22.40°C,426RPM,422RPM,960RPM
18/2/2020 22:18:04 PM,25.00°C,27.00°C,43.00°C,24.00°C,26.00°C,32.00°C,939RPM,683RPM,694RPM,1.42V,7%,30.00°C,0RPM,22.50°C,424RPM,420RPM,960RPM
18/2/2020 22:18:09 PM,25.00°C,27.00°C,36.00°C,24.00°C,26.00°C,32.00°C,943RPM,680RPM,698RPM,1.45V,3%,30.00°C,0RPM,22.60°C,422RPM,426RPM,960RPM
18/2/2020 22:18:14 PM,25.00°C,27.00°C,41.00°C,24.00°C,26.00°C,33.00°C,936RPM,682RPM,700RPM,1.44V,6%,31.00°C,0RPM,22.60°C,420RPM,424RPM,930RPM
