Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
1/2/2020 22:05:12 PM,24.00°C,25.00°C,46.00°C,25.00°C,27.00°C,30.00°C,949RPM,660RPM,685RPM,1.43V,14%,27.00°C,0RPM,26.10°C,420RPM,480RPM,960RPM
1/2/2020 22:05:17 PM,25.00°C,25.00°C,47.00°C,25.00°C,27.00°C,32.00°C,951RPM,670RPM,696RPM,1.43V,1%,27.00°C,0RPM,26.20°C,420RPM,420RPM,960RPM
1/2/2020 22:05:22 PM,25.00°C,26.00°C,52.00°C,25.00°C,28.00°C,32.00°C,957RPM,676RPM,702RPM,1.39V,5%,28.00°C,0RPM,26.20°C,420RPM,485RPM,960RPM
1/2/2020 22:05:27 PM,25.00°C,26.00°C,44.00°C,25.00°C,28.00°C,32.00°C,953RPM,676RPM,702RPM,1.44V,2%,28.00°C,0RPM,26.30°C,456RPM,444RPM,960RPM
1/2/2020 22:05:32 PM,25.00°C,27.00°C,54.00°C,25.00°C,28.00°C,32.00°C,959RPM,675RPM,702RPM,1.43V,2%,29.00°C,0RPM,26.30°C,440RPM,433RPM,960RPM
1/2/2020 22:05:37 PM,25.00°C,27.00°C,49.00°C,25.00°C,28.00°C,33.00°C,951RPM,675RPM,702RPM,1.43V,4%,29.00°C,0RPM,26.30°C,434RPM,426RPM,960RPM
1/2/2020 22:05:42 PM,25.00°C,27.00°C,42.00°C,25.00°C,29.00°C,33.00°C,960RPM,678RPM,702RPM,1.51V,5%,30.00°C,0RPM,26.30°C,431RPM,427RPM,960RPM
1/2/2020 22:05:47 PM,25.00°C,27.00°C,48.00°C,25.00°C,29.00°C,34.00°C,957RPM,675RPM,703RPM,1.43V,3%,30.00°C,0RPM,26.30°C,430RPM,429RPM,960RPM
1/2/2020 22:05:52 PM,25.00°C,27.00°C,43.00°C,25.00°C,29.00°C,34.00°C,957RPM,675RPM,703RPM,1.46V,5%,31.00°C,0RPM,26.30°C,430RPM,425RPM,960RPM
1/2/2020 22:05:57 PM,25.00°C,28.00°C,45.00°C,25.00°C,29.00°C,34.00°C,957RPM,700RPM,725RPM,1.43V,3%,31.00°C,0RPM,26.40°C,429RPM,427RPM,960RPM
1/2/2020 22:06:02 PM,26.00°C,28.00°C,38.00°C,25.00°C,29.00°C,35.00°C,943RPM,707RPM,735RPM,1.44V,3%,32.00°C,0RPM,26.40°C,429RPM,423RPM,960RPM
1/2/2020 22:06:07 PM,26.00°C,28.00°C,44.00°C,25.00°C,29.00°C,35.00°C,945RPM,708RPM,736RPM,1.44V,2%,32.00°C,0RPM,26.40°C,429RPM,425RPM,960RPM
1/2/2020 22:06:12 PM,26.00°C,28.00°C,46.00°C,26.00°C,29.00°C,35.00°C,945RPM,709RPM,734RPM,1.42V,6%,33.00°C,0RPM,26.40°C,428RPM,427RPM,960RPM
1/2/2020 22:06:17 PM,26.00°C,29.00°C,38.00°C,26.00°C,29.00°C,35.00°C,948RPM,708RPM,735RPM,1.46V,2%,33.00°C,0RPM,26.40°C,428RPM,423RPM,930RPM
1/2/2020 22:06:22 PM,26.00°C,29.00°C,44.00°C,26.00°C,30.00°C,35.00°C,945RPM,708RPM,737RPM,1.43V,2%,33.00°C,0RPM,26.40°C,427RPM,425RPM,960RPM
1/2/2020 22:06:27 PM,27.00°C,29.00°C,47.00°C,26.00°C,30.00°C,36.00°C,941RPM,708RPM,735RPM,1.43V,7%,34.00°C,0RPM,26.40°C,427RPM,427RPM,930RPM
1/2/2020 22:06:32 PM,27.00°C,30.00°C,41.00°C,26.00°C,30.00°C,36.00°C,944RPM,723RPM,749RPM,1.43V,3%,34.00°C,0RPM,26.50°C,433RPM,423RPM,960RPM
1/2/2020 22:06:37 PM,27.00°C,30.00°C,37.00°C,27.00°C,30.00°C,36.00°C,944RPM,723RPM,751RPM,1.44V,3%,34.00°C,0RPM,26.50°C,432RPM,425RPM,960RPM
1/2/2020 22:06:42 PM,27.00°C,30.00°C,48.00°C,27.00°C,30.00°C,36.00°C,948RPM,722RPM,753RPM,1.44V,1%,35.00°C,0RPM,26.50°C,430RPM,427RPM,960RPM
1/2/2020 22:06:47 PM,27.00°C,30.00°C,40.00°C,27.00°C,30.00°C,37.00°C,944RPM,722RPM,751RPM,1.44V,2%,35.00°C,0RPM,26.50°C,427RPM,425RPM,960RPM
1/2/2020 22:06:52 PM,27.00°C,30.00°C,47.00°C,27.00°C,30.00°C,37.00°C,941RPM,723RPM,752RPM,1.42V,5%,36.00°C,0RPM,26.50°C,433RPM,427RPM,960RPM
1/2/2020 22:06:57 PM,27.00°C,30.00°C,40.00°C,27.00°C,30.00°C,37.00°C,947RPM,722RPM,751RPM,1.43V,1%,36.00°C,0RPM,26.50°C,432RPM,423RPM,960RPM
1/2/2020 22:07:02 PM,27.00°C,31.00°C,37.00°C,27.00°C,30.00°C,37.00°C,948RPM,723RPM,753RPM,1.43V,2%,36.00°C,0RPM,26.50°C,430RPM,425RPM,960RPM
1/2/2020 22:07:07 PM,27.00°C,31.00°C,43.00°C,27.00°C,30.00°C,37.00°C,948RPM,723RPM,753RPM,0.97V,1%,37.00°C,0RPM,26.60°C,430RPM,421RPM,960RPM
1/2/2020 22:07:12 PM,27.00°C,31.00°C,37.00°C,27.00°C,30.00°C,38.00°C,944RPM,723RPM,752RPM,1.43V,0%,37.00°C,0RPM,26.60°C,426RPM,423RPM,960RPM
