Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
15/3/2020 20:54:25 PM,24.00°C,25.00°C,48.00°C,25.00°C,27.00°C,29.00°C,944RPM,670RPM,676RPM,1.42V,16%,26.00°C,0RPM,25.80°C,480RPM,480RPM,930RPM
15/3/2020 20:54:30 PM,24.00°C,25.00°C,56.00°C,25.00°C,27.00°C,30.00°C,955RPM,672RPM,675RPM,1.00V,23%,26.00°C,0RPM,25.90°C,420RPM,420RPM,960RPM
15/3/2020 20:54:35 PM,25.00°C,25.00°C,49.00°C,25.00°C,28.00°C,31.00°C,951RPM,686RPM,690RPM,1.43V,5%,27.00°C,0RPM,26.10°C,420RPM,420RPM,960RPM
15/3/2020 20:54:40 PM,25.00°C,26.00°C,46.00°C,25.00°C,28.00°C,31.00°C,949RPM,685RPM,692RPM,1.45V,4%,27.00°C,0RPM,26.20°C,420RPM,420RPM,960RPM
15/3/2020 20:54:45 PM,25.00°C,26.00°C,48.00°C,25.00°C,28.00°C,32.00°C,951RPM,687RPM,693RPM,1.44V,1%,27.00°C,0RPM,26.30°C,420RPM,420RPM,960RPM
15/3/2020 20:54:50 PM,25.00°C,27.00°C,50.00°C,25.00°C,28.00°C,32.00°C,955RPM,687RPM,692RPM,1.43V,5%,28.00°C,0RPM,26.40°C,465RPM,456RPM,930RPM
15/3/2020 20:54:55 PM,25.00°C,27.00°C,46.00°C,25.00°C,28.00°C,32.00°C,951RPM,687RPM,694RPM,1.46V,1%,28.00°C,0RPM,26.40°C,438RPM,438RPM,960RPM
15/3/2020 20:55:00 PM,26.00°C,27.00°C,37.00°C,25.00°C,28.00°C,33.00°C,952RPM,702RPM,705RPM,1.42V,0%,29.00°C,0RPM,26.30°C,435RPM,427RPM,960RPM
15/3/2020 20:55:05 PM,26.00°C,27.00°C,38.00°C,25.00°C,28.00°C,33.00°C,953RPM,719RPM,723RPM,0.55V,1%,30.00°C,0RPM,26.30°C,431RPM,428RPM,960RPM
15/3/2020 20:55:10 PM,26.00°C,27.00°C,47.00°C,25.00°C,28.00°C,34.00°C,951RPM,720RPM,723RPM,1.44V,1%,30.00°C,0RPM,26.30°C,429RPM,430RPM,960RPM
15/3/2020 20:55:15 PM,26.00°C,28.00°C,38.00°C,25.00°C,28.00°C,34.00°C,949RPM,719RPM,723RPM,1.45V,1%,30.00°C,0RPM,26.30°C,429RPM,426RPM,960RPM
15/3/2020 20:55:20 PM,26.00°C,28.00°C,40.00°C,26.00°C,29.00°C,34.00°C,951RPM,721RPM,724RPM,1.46V,1%,31.00°C,0RPM,26.20°C,432RPM,427RPM,960RPM
15/3/2020 20:55:25 PM,27.00°C,28.00°C,37.00°C,26.00°C,29.00°C,34.00°C,947RPM,733RPM,735RPM,0.98V,0%,31.00°C,0RPM,26.30°C,426RPM,429RPM,960RPM
