Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
11/1/2020 10:29:19 AM,36.00°C,41.00°C,54.00°C,41.00°C,42.00°C,44.00°C,939RPM,987RPM,1018RPM,1.46V,12%,46.00°C,0RPM,32.90°C,540RPM,540RPM,960RPM
11/1/2020 10:29:24 AM,36.00°C,41.00°C,61.00°C,41.00°C,43.00°C,45.00°C,934RPM,985RPM,1017RPM,1.48V,1%,46.00°C,0RPM,33.00°C,540RPM,540RPM,960RPM
11/1/2020 10:29:29 AM,36.00°C,42.00°C,53.00°C,41.00°C,43.00°C,45.00°C,936RPM,987RPM,1014RPM,1.44V,7%,47.00°C,0RPM,33.10°C,540RPM,540RPM,960RPM
11/1/2020 10:29:34 AM,36.00°C,42.00°C,45.00°C,41.00°C,43.00°C,46.00°C,941RPM,1012RPM,1042RPM,1.40V,1%,47.00°C,0RPM,33.10°C,540RPM,540RPM,960RPM
11/1/2020 10:29:39 AM,37.00°C,42.00°C,43.00°C,41.00°C,43.00°C,46.00°C,943RPM,1015RPM,1047RPM,1.46V,2%,48.00°C,0RPM,33.10°C,540RPM,540RPM,960RPM
11/1/2020 10:29:44 AM,37.00°C,42.00°C,66.00°C,41.00°C,43.00°C,47.00°C,948RPM,1015RPM,1047RPM,1.42V,13%,48.00°C,0RPM,33.00°C,565RPM,565RPM,960RPM
11/1/2020 10:29:49 AM,37.00°C,42.00°C,58.00°C,41.00°C,44.00°C,47.00°C,948RPM,1015RPM,1047RPM,1.37V,21%,49.00°C,0RPM,33.10°C,546RPM,546RPM,960RPM
11/1/2020 10:29:54 AM,37.00°C,42.00°C,54.00°C,41.00°C,44.00°C,47.00°C,945RPM,1014RPM,1050RPM,1.48V,1%,49.00°C,0RPM,33.20°C,540RPM,540RPM,960RPM
11/1/2020 10:29:59 AM,37.00°C,42.00°C,46.00°C,41.00°C,43.00°C,47.00°C,951RPM,1015RPM,1047RPM,1.45V,2%,49.00°C,0RPM,33.20°C,540RPM,540RPM,960RPM
11/1/2020 10:30:04 AM,37.00°C,42.00°C,48.00°C,41.00°C,43.00°C,47.00°C,952RPM,1015RPM,1047RPM,1.42V,1%,50.00°C,0RPM,33.10°C,540RPM,540RPM,990RPM
11/1/2020 10:30:09 AM,37.00°C,42.00°C,44.00°C,41.00°C,43.00°C,47.00°C,957RPM,1012RPM,1048RPM,1.46V,1%,50.00°C,0RPM,33.00°C,540RPM,540RPM,990RPM
11/1/2020 10:30:14 AM,37.00°C,42.00°C,45.00°C,41.00°C,43.00°C,47.00°C,953RPM,1014RPM,1047RPM,1.42V,1%,51.00°C,0RPM,32.90°C,540RPM,534RPM,990RPM
11/1/2020 10:30:19 AM,37.00°C,42.00°C,48.00°C,41.00°C,43.00°C,48.00°C,955RPM,1014RPM,1047RPM,1.43V,1%,51.00°C,0RPM,32.80°C,542RPM,534RPM,960RPM
11/1/2020 10:30:24 AM,37.00°C,42.00°C,45.00°C,41.00°C,43.00°C,48.00°C,953RPM,1015RPM,1048RPM,1.42V,1%,51.00°C,0RPM,32.70°C,540RPM,534RPM,960RPM
11/1/2020 10:30:29 AM,37.00°C,43.00°C,47.00°C,41.00°C,43.00°C,47.00°C,956RPM,1014RPM,1045RPM,1.43V,1%,51.00°C,0RPM,32.60°C,540RPM,534RPM,960RPM
