Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB CPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
12/2/2020 20:15:15 PM,38.00,44.00,49.00,41.00,42.00,49.00,953,1070,1089,0.91,9,52.00,0,33.10,529,531,960
12/2/2020 20:15:20 PM,38.00,44.00,52.00,41.00,42.00,49.00,957,1071,1085,1.44,3,52.00,0,33.10,527,529,990
12/2/2020 20:15:25 PM,37.00,44.00,49.00,41.00,43.00,49.00,959,1077,1082,1.44,1,53.00,453,33.10,527,531,960
12/2/2020 20:15:30 PM,38.00,44.00,51.00,41.00,43.00,49.00,957,1071,1078,1.45,2,52.00,842,33.20,527,531,960
12/2/2020 20:15:35 PM,38.00,44.00,53.00,41.00,43.00,49.00,957,1071,1083,1.49,2,52.00,905,33.20,527,531,960
12/2/2020 20:15:40 PM,38.00,44.00,49.00,41.00,43.00,49.00,960,1065,1082,1.45,2,52.00,914,33.20,528,531,990
12/2/2020 20:15:45 PM,38.00,44.00,51.00,41.00,43.00,49.00,959,1070,1085,1.43,3,51.00,879,33.20,528,531,960
12/2/2020 20:15:50 PM,38.00,44.00,53.00,41.00,43.00,49.00,959,1068,1082,1.45,4,51.00,820,33.20,529,531,960
12/2/2020 20:15:55 PM,38.00,44.00,50.00,41.00,43.00,49.00,960,1071,1080,1.44,8,51.00,799,33.30,531,526,990
12/2/2020 20:16:00 PM,38.00,44.00,54.00,41.00,43.00,49.00,957,1071,1080,1.00,2,51.00,798,33.30,531,531,990
12/2/2020 20:16:05 PM,38.00,44.00,55.00,41.00,43.00,49.00,960,1073,1085,1.44,3,50.00,798,33.30,531,531,960
12/2/2020 20:16:10 PM,38.00,44.00,61.00,41.00,43.00,49.00,956,1071,1077,1.44,5,50.00,797,33.30,537,537,960
12/2/2020 20:16:15 PM,38.00,44.00,52.00,41.00,44.00,49.00,960,1068,1087,0.98,3,50.00,799,33.40,537,540,990
12/2/2020 20:16:20 PM,38.00,44.00,55.00,41.00,43.00,49.00,960,1071,1087,1.45,2,50.00,798,33.40,540,544,960
12/2/2020 20:16:25 PM,38.00,44.00,51.00,41.00,43.00,49.00,960,1070,1078,1.49,4,50.00,798,33.40,542,541,960
12/2/2020 20:16:30 PM,38.00,44.00,54.00,41.00,44.00,49.00,957,1071,1078,1.44,3,50.00,798,33.30,540,544,990
12/2/2020 20:16:35 PM,38.00,44.00,46.00,41.00,43.00,49.00,960,1075,1089,1.45,1,49.00,798,33.30,540,540,960
12/2/2020 20:16:40 PM,38.00,44.00,52.00,41.00,43.00,49.00,963,1070,1089,1.45,1,50.00,798,33.30,540,540,960
12/2/2020 20:16:45 PM,38.00,44.00,53.00,41.00,44.00,49.00,960,1075,1082,1.43,2,49.00,797,33.30,528,534,960
12/2/2020 20:16:50 PM,38.00,44.00,55.00,41.00,44.00,49.00,960,1073,1085,1.44,4,49.00,798,33.30,525,534,990
12/2/2020 20:16:55 PM,38.00,44.00,51.00,41.00,44.00,49.00,960,1066,1087,1.45,2,49.00,797,33.30,526,534,960
