Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
8/2/2020 13:06:24 PM,37.00°C,43.00°C,50.00°C,40.00°C,43.00°C,49.00°C,957RPM,1060RPM,1080RPM,0.91V,1%,49.00°C,0RPM,32.80°C,531RPM,544RPM,960RPM
8/2/2020 13:06:29 PM,37.00°C,43.00°C,52.00°C,40.00°C,43.00°C,49.00°C,953RPM,1063RPM,1080RPM,0.89V,2%,49.00°C,0RPM,32.70°C,531RPM,540RPM,990RPM
8/2/2020 13:06:34 PM,37.00°C,43.00°C,43.00°C,40.00°C,42.00°C,49.00°C,956RPM,1061RPM,1080RPM,0.89V,2%,50.00°C,0RPM,32.70°C,526RPM,540RPM,990RPM
8/2/2020 13:06:39 PM,37.00°C,43.00°C,48.00°C,40.00°C,43.00°C,49.00°C,959RPM,1058RPM,1080RPM,0.92V,2%,50.00°C,0RPM,32.60°C,528RPM,540RPM,990RPM
8/2/2020 13:06:44 PM,37.00°C,43.00°C,50.00°C,40.00°C,43.00°C,49.00°C,952RPM,1063RPM,1080RPM,0.92V,2%,51.00°C,0RPM,32.60°C,516RPM,528RPM,990RPM
8/2/2020 13:06:49 PM,37.00°C,43.00°C,51.00°C,40.00°C,42.00°C,49.00°C,957RPM,1063RPM,1078RPM,0.90V,2%,51.00°C,0RPM,32.60°C,512RPM,525RPM,990RPM
8/2/2020 13:06:54 PM,37.00°C,43.00°C,47.00°C,40.00°C,42.00°C,49.00°C,953RPM,1063RPM,1080RPM,0.90V,6%,51.00°C,0RPM,32.60°C,510RPM,519RPM,960RPM
8/2/2020 13:06:59 PM,37.00°C,43.00°C,49.00°C,40.00°C,43.00°C,49.00°C,951RPM,1063RPM,1082RPM,0.89V,2%,51.00°C,0RPM,32.50°C,510RPM,522RPM,960RPM
8/2/2020 13:07:04 PM,37.00°C,43.00°C,49.00°C,40.00°C,42.00°C,49.00°C,957RPM,1061RPM,1077RPM,0.90V,2%,52.00°C,0RPM,32.50°C,510RPM,519RPM,990RPM
8/2/2020 13:07:09 PM,37.00°C,43.00°C,45.00°C,40.00°C,42.00°C,49.00°C,955RPM,1061RPM,1078RPM,0.89V,1%,52.00°C,0RPM,32.50°C,510RPM,522RPM,960RPM
8/2/2020 13:07:14 PM,37.00°C,43.00°C,46.00°C,40.00°C,42.00°C,49.00°C,956RPM,1060RPM,1078RPM,0.90V,1%,53.00°C,0RPM,32.50°C,510RPM,519RPM,990RPM
8/2/2020 13:07:19 PM,37.00°C,43.00°C,48.00°C,40.00°C,42.00°C,49.00°C,957RPM,1060RPM,1077RPM,0.91V,1%,53.00°C,779RPM,32.40°C,510RPM,517RPM,960RPM
8/2/2020 13:07:24 PM,37.00°C,43.00°C,43.00°C,40.00°C,42.00°C,49.00°C,951RPM,1058RPM,1077RPM,0.91V,2%,52.00°C,868RPM,32.50°C,510RPM,521RPM,990RPM
8/2/2020 13:07:29 PM,37.00°C,43.00°C,44.00°C,40.00°C,42.00°C,49.00°C,956RPM,1060RPM,1073RPM,1.43V,1%,52.00°C,912RPM,32.40°C,510RPM,518RPM,990RPM
8/2/2020 13:07:34 PM,37.00°C,43.00°C,45.00°C,40.00°C,42.00°C,49.00°C,955RPM,1063RPM,1073RPM,0.90V,1%,51.00°C,909RPM,32.30°C,510RPM,522RPM,960RPM
8/2/2020 13:07:39 PM,37.00°C,43.00°C,50.00°C,40.00°C,42.00°C,49.00°C,955RPM,1063RPM,1075RPM,0.91V,1%,51.00°C,848RPM,32.30°C,510RPM,520RPM,990RPM
8/2/2020 13:07:44 PM,37.00°C,43.00°C,51.00°C,40.00°C,42.00°C,49.00°C,955RPM,1058RPM,1075RPM,0.90V,2%,51.00°C,801RPM,32.30°C,510RPM,517RPM,960RPM
8/2/2020 13:07:49 PM,37.00°C,43.00°C,43.00°C,40.00°C,42.00°C,49.00°C,957RPM,1060RPM,1078RPM,1.43V,2%,51.00°C,798RPM,32.30°C,510RPM,521RPM,960RPM
8/2/2020 13:07:54 PM,37.00°C,43.00°C,48.00°C,40.00°C,42.00°C,49.00°C,956RPM,1063RPM,1080RPM,0.89V,1%,50.00°C,797RPM,32.20°C,510RPM,519RPM,960RPM
8/2/2020 13:07:59 PM,37.00°C,43.00°C,50.00°C,40.00°C,42.00°C,49.00°C,953RPM,1060RPM,1078RPM,1.43V,2%,50.00°C,797RPM,32.30°C,510RPM,522RPM,960RPM
8/2/2020 13:08:04 PM,37.00°C,43.00°C,51.00°C,40.00°C,42.00°C,49.00°C,956RPM,1060RPM,1077RPM,0.91V,2%,50.00°C,798RPM,32.20°C,513RPM,522RPM,990RPM
8/2/2020 13:08:09 PM,37.00°C,43.00°C,46.00°C,40.00°C,42.00°C,49.00°C,957RPM,1060RPM,1077RPM,0.89V,2%,49.00°C,797RPM,32.30°C,513RPM,519RPM,990RPM
8/2/2020 13:08:14 PM,37.00°C,43.00°C,47.00°C,40.00°C,42.00°C,49.00°C,948RPM,1060RPM,1077RPM,1.44V,2%,49.00°C,798RPM,32.20°C,513RPM,516RPM,960RPM
