Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
16/3/2020 21:31:52 PM,37.00°C,42.00°C,49.00°C,40.00°C,44.00°C,46.00°C,941RPM,1012RPM,1026RPM,1.45V,2%,46.00°C,0RPM,32.70°C,1080RPM,1080RPM,930RPM
16/3/2020 21:31:57 PM,37.00°C,42.00°C,52.00°C,40.00°C,44.00°C,46.00°C,938RPM,1012RPM,1026RPM,1.40V,2%,46.00°C,0RPM,32.60°C,1020RPM,1087RPM,960RPM
16/3/2020 21:32:02 PM,37.00°C,42.00°C,44.00°C,40.00°C,44.00°C,47.00°C,938RPM,1014RPM,1020RPM,1.45V,2%,47.00°C,0RPM,32.60°C,900RPM,900RPM,960RPM
16/3/2020 21:32:07 PM,37.00°C,42.00°C,53.00°C,40.00°C,44.00°C,47.00°C,941RPM,1015RPM,1029RPM,1.00V,4%,48.00°C,0RPM,32.50°C,893RPM,780RPM,960RPM
16/3/2020 21:32:12 PM,37.00°C,42.00°C,46.00°C,40.00°C,44.00°C,47.00°C,940RPM,1018RPM,1031RPM,1.45V,2%,48.00°C,0RPM,32.40°C,660RPM,660RPM,960RPM
16/3/2020 21:32:17 PM,37.00°C,42.00°C,52.00°C,40.00°C,44.00°C,47.00°C,936RPM,1020RPM,1034RPM,1.44V,2%,49.00°C,0RPM,32.30°C,540RPM,600RPM,960RPM
16/3/2020 21:32:22 PM,37.00°C,42.00°C,45.00°C,40.00°C,44.00°C,47.00°C,935RPM,1021RPM,1029RPM,1.45V,2%,49.00°C,0RPM,32.20°C,570RPM,585RPM,960RPM
16/3/2020 21:32:27 PM,37.00°C,42.00°C,52.00°C,40.00°C,44.00°C,47.00°C,936RPM,1020RPM,1024RPM,1.45V,2%,50.00°C,0RPM,32.10°C,528RPM,543RPM,930RPM
16/3/2020 21:32:32 PM,37.00°C,42.00°C,60.00°C,40.00°C,44.00°C,47.00°C,943RPM,1020RPM,1027RPM,1.49V,2%,50.00°C,0RPM,32.00°C,513RPM,522RPM,960RPM
16/3/2020 21:32:37 PM,37.00°C,42.00°C,51.00°C,40.00°C,44.00°C,47.00°C,940RPM,1017RPM,1024RPM,1.44V,6%,51.00°C,0RPM,31.90°C,507RPM,517RPM,960RPM
16/3/2020 21:32:42 PM,37.00°C,42.00°C,47.00°C,40.00°C,44.00°C,48.00°C,943RPM,1020RPM,1034RPM,0.96V,1%,51.00°C,0RPM,31.90°C,502RPM,513RPM,960RPM
16/3/2020 21:32:47 PM,37.00°C,42.00°C,41.00°C,40.00°C,44.00°C,48.00°C,936RPM,1021RPM,1024RPM,1.46V,2%,52.00°C,0RPM,31.80°C,498RPM,510RPM,930RPM
16/3/2020 21:32:52 PM,37.00°C,42.00°C,44.00°C,40.00°C,44.00°C,48.00°C,941RPM,1018RPM,1024RPM,1.44V,1%,52.00°C,0RPM,31.70°C,496RPM,510RPM,960RPM
16/3/2020 21:32:57 PM,37.00°C,42.00°C,41.00°C,41.00°C,44.00°C,48.00°C,940RPM,1018RPM,1026RPM,1.43V,2%,52.00°C,783RPM,31.60°C,494RPM,507RPM,960RPM
16/3/2020 21:33:02 PM,37.00°C,43.00°C,45.00°C,40.00°C,44.00°C,48.00°C,941RPM,1018RPM,1029RPM,1.45V,3%,53.00°C,821RPM,31.60°C,496RPM,510RPM,930RPM
16/3/2020 21:33:07 PM,37.00°C,43.00°C,50.00°C,40.00°C,44.00°C,48.00°C,945RPM,1017RPM,1027RPM,1.44V,2%,52.00°C,869RPM,31.50°C,494RPM,510RPM,930RPM
16/3/2020 21:33:12 PM,37.00°C,43.00°C,47.00°C,40.00°C,43.00°C,48.00°C,938RPM,1018RPM,1023RPM,1.01V,3%,52.00°C,911RPM,31.50°C,493RPM,510RPM,960RPM
16/3/2020 21:33:17 PM,37.00°C,43.00°C,51.00°C,40.00°C,44.00°C,48.00°C,936RPM,1017RPM,1024RPM,1.45V,5%,52.00°C,886RPM,31.50°C,491RPM,510RPM,930RPM
16/3/2020 21:33:22 PM,37.00°C,43.00°C,55.00°C,40.00°C,44.00°C,48.00°C,939RPM,1018RPM,1026RPM,1.46V,4%,52.00°C,848RPM,31.40°C,490RPM,510RPM,960RPM
16/3/2020 21:33:27 PM,37.00°C,43.00°C,51.00°C,40.00°C,43.00°C,48.00°C,939RPM,1017RPM,1024RPM,1.42V,8%,51.00°C,800RPM,31.40°C,495RPM,510RPM,960RPM
16/3/2020 21:33:32 PM,37.00°C,43.00°C,53.00°C,40.00°C,44.00°C,48.00°C,938RPM,1018RPM,1031RPM,0.98V,3%,51.00°C,797RPM,31.50°C,494RPM,510RPM,960RPM
16/3/2020 21:33:37 PM,37.00°C,43.00°C,44.00°C,41.00°C,43.00°C,48.00°C,939RPM,1020RPM,1026RPM,0.89V,2%,51.00°C,796RPM,31.40°C,493RPM,510RPM,930RPM
16/3/2020 21:33:42 PM,37.00°C,43.00°C,50.00°C,41.00°C,43.00°C,48.00°C,939RPM,1018RPM,1034RPM,0.90V,3%,51.00°C,797RPM,31.50°C,493RPM,510RPM,960RPM
16/3/2020 21:33:47 PM,38.00°C,43.00°C,51.00°C,41.00°C,43.00°C,48.00°C,939RPM,1042RPM,1056RPM,1.46V,4%,51.00°C,797RPM,31.40°C,491RPM,510RPM,960RPM
16/3/2020 21:33:52 PM,38.00°C,43.00°C,54.00°C,41.00°C,44.00°C,48.00°C,939RPM,1043RPM,1051RPM,0.91V,4%,51.00°C,797RPM,31.50°C,491RPM,510RPM,960RPM
16/3/2020 21:33:57 PM,38.00°C,43.00°C,50.00°C,41.00°C,44.00°C,48.00°C,936RPM,1045RPM,1058RPM,1.45V,3%,51.00°C,797RPM,31.50°C,490RPM,510RPM,960RPM
16/3/2020 21:34:02 PM,38.00°C,43.00°C,52.00°C,41.00°C,44.00°C,48.00°C,939RPM,1043RPM,1051RPM,1.44V,4%,51.00°C,796RPM,31.50°C,489RPM,510RPM,930RPM
16/3/2020 21:34:07 PM,38.00°C,43.00°C,54.00°C,41.00°C,44.00°C,48.00°C,939RPM,1043RPM,1051RPM,1.44V,3%,51.00°C,797RPM,31.50°C,495RPM,510RPM,960RPM
16/3/2020 21:34:12 PM,38.00°C,43.00°C,50.00°C,41.00°C,43.00°C,48.00°C,936RPM,1045RPM,1058RPM,1.42V,3%,51.00°C,796RPM,31.50°C,495RPM,510RPM,960RPM
16/3/2020 21:34:17 PM,38.00°C,43.00°C,43.00°C,41.00°C,43.00°C,48.00°C,940RPM,1047RPM,1053RPM,1.44V,3%,51.00°C,798RPM,31.60°C,494RPM,510RPM,960RPM
16/3/2020 21:34:22 PM,38.00°C,43.00°C,46.00°C,41.00°C,43.00°C,48.00°C,936RPM,1043RPM,1060RPM,0.92V,4%,51.00°C,797RPM,31.60°C,493RPM,510RPM,960RPM
16/3/2020 21:34:27 PM,38.00°C,43.00°C,51.00°C,41.00°C,44.00°C,48.00°C,943RPM,1045RPM,1058RPM,1.44V,3%,51.00°C,797RPM,31.60°C,491RPM,507RPM,960RPM
16/3/2020 21:34:32 PM,38.00°C,43.00°C,52.00°C,41.00°C,44.00°C,48.00°C,940RPM,1047RPM,1061RPM,1.45V,3%,51.00°C,797RPM,31.60°C,490RPM,507RPM,960RPM
16/3/2020 21:34:37 PM,38.00°C,43.00°C,44.00°C,41.00°C,44.00°C,48.00°C,941RPM,1043RPM,1055RPM,0.91V,4%,51.00°C,798RPM,31.60°C,495RPM,507RPM,960RPM
16/3/2020 21:34:42 PM,38.00°C,43.00°C,42.00°C,41.00°C,44.00°C,48.00°C,949RPM,1043RPM,1051RPM,1.44V,3%,50.00°C,798RPM,31.70°C,495RPM,507RPM,930RPM
16/3/2020 21:34:47 PM,38.00°C,43.00°C,56.00°C,41.00°C,44.00°C,48.00°C,945RPM,1043RPM,1056RPM,1.45V,4%,50.00°C,797RPM,31.60°C,494RPM,507RPM,930RPM
16/3/2020 21:34:52 PM,38.00°C,43.00°C,56.00°C,41.00°C,44.00°C,48.00°C,948RPM,1045RPM,1058RPM,1.45V,3%,50.00°C,798RPM,31.60°C,493RPM,507RPM,960RPM
