Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
29/1/2020 09:59:27 AM,28.00°C,30.00°C,49.00°C,29.00°C,32.00°C,37.00°C,953RPM,782RPM,782RPM,1.44V,2%,35.00°C,0RPM,30.60°C,490RPM,487RPM,960RPM
29/1/2020 09:59:32 AM,28.00°C,30.00°C,51.00°C,29.00°C,32.00°C,37.00°C,953RPM,778RPM,786RPM,1.40V,6%,35.00°C,0RPM,30.60°C,483RPM,485RPM,960RPM
29/1/2020 09:59:37 AM,29.00°C,30.00°C,42.00°C,29.00°C,32.00°C,38.00°C,957RPM,790RPM,792RPM,1.44V,1%,35.00°C,0RPM,30.60°C,480RPM,480RPM,960RPM
29/1/2020 09:59:42 AM,29.00°C,31.00°C,40.00°C,30.00°C,32.00°C,38.00°C,957RPM,812RPM,813RPM,1.44V,1%,36.00°C,0RPM,30.50°C,480RPM,480RPM,960RPM
29/1/2020 09:59:47 AM,29.00°C,31.00°C,45.00°C,30.00°C,32.00°C,39.00°C,953RPM,811RPM,814RPM,1.44V,4%,36.00°C,0RPM,30.50°C,480RPM,480RPM,960RPM
29/1/2020 09:59:52 AM,29.00°C,31.00°C,49.00°C,30.00°C,33.00°C,39.00°C,956RPM,810RPM,816RPM,1.43V,2%,37.00°C,0RPM,30.40°C,485RPM,480RPM,960RPM
29/1/2020 09:59:57 AM,29.00°C,32.00°C,44.00°C,30.00°C,33.00°C,39.00°C,952RPM,809RPM,816RPM,1.43V,3%,37.00°C,0RPM,30.40°C,480RPM,480RPM,960RPM
29/1/2020 10:00:02 AM,29.00°C,32.00°C,49.00°C,30.00°C,33.00°C,40.00°C,955RPM,814RPM,817RPM,1.43V,5%,39.00°C,0RPM,30.40°C,484RPM,485RPM,960RPM
29/1/2020 10:00:07 AM,29.00°C,32.00°C,51.00°C,30.00°C,33.00°C,40.00°C,951RPM,816RPM,816RPM,1.43V,3%,38.00°C,0RPM,30.40°C,480RPM,480RPM,930RPM
29/1/2020 10:00:12 AM,29.00°C,32.00°C,46.00°C,30.00°C,33.00°C,40.00°C,955RPM,837RPM,841RPM,1.43V,4%,39.00°C,0RPM,30.40°C,482RPM,480RPM,990RPM
29/1/2020 10:00:17 AM,30.00°C,33.00°C,51.00°C,30.00°C,33.00°C,40.00°C,957RPM,840RPM,846RPM,0.92V,4%,40.00°C,0RPM,30.40°C,480RPM,480RPM,960RPM
29/1/2020 10:00:22 AM,30.00°C,33.00°C,42.00°C,30.00°C,33.00°C,40.00°C,964RPM,842RPM,845RPM,1.44V,4%,40.00°C,0RPM,30.40°C,481RPM,480RPM,990RPM
29/1/2020 10:00:27 AM,30.00°C,33.00°C,47.00°C,30.00°C,33.00°C,41.00°C,967RPM,846RPM,847RPM,1.43V,5%,41.00°C,0RPM,30.40°C,480RPM,480RPM,990RPM
29/1/2020 10:00:32 AM,30.00°C,33.00°C,49.00°C,30.00°C,33.00°C,41.00°C,964RPM,841RPM,848RPM,1.43V,6%,41.00°C,0RPM,30.30°C,481RPM,480RPM,960RPM
29/1/2020 10:00:37 AM,30.00°C,33.00°C,44.00°C,31.00°C,33.00°C,41.00°C,963RPM,845RPM,847RPM,0.92V,2%,41.00°C,0RPM,30.30°C,480RPM,485RPM,960RPM
29/1/2020 10:00:42 AM,30.00°C,34.00°C,36.00°C,31.00°C,33.00°C,41.00°C,963RPM,840RPM,847RPM,0.90V,2%,42.00°C,0RPM,30.20°C,480RPM,480RPM,960RPM
29/1/2020 10:00:47 AM,30.00°C,34.00°C,41.00°C,31.00°C,33.00°C,41.00°C,953RPM,843RPM,846RPM,0.94V,3%,42.00°C,0RPM,30.20°C,486RPM,480RPM,960RPM
29/1/2020 10:00:52 AM,30.00°C,34.00°C,37.00°C,31.00°C,33.00°C,41.00°C,957RPM,840RPM,846RPM,0.91V,3%,42.00°C,0RPM,30.10°C,480RPM,480RPM,960RPM
29/1/2020 10:00:57 AM,30.00°C,34.00°C,39.00°C,31.00°C,33.00°C,41.00°C,956RPM,840RPM,848RPM,0.91V,2%,43.00°C,0RPM,30.10°C,484RPM,480RPM,960RPM
29/1/2020 10:01:02 AM,30.00°C,34.00°C,51.00°C,32.00°C,33.00°C,42.00°C,955RPM,841RPM,847RPM,0.90V,2%,43.00°C,0RPM,30.20°C,480RPM,480RPM,960RPM
29/1/2020 10:01:07 AM,30.00°C,34.00°C,46.00°C,32.00°C,33.00°C,42.00°C,960RPM,845RPM,848RPM,0.90V,4%,44.00°C,0RPM,30.10°C,482RPM,480RPM,960RPM
29/1/2020 10:01:12 AM,30.00°C,34.00°C,38.00°C,32.00°C,33.00°C,42.00°C,963RPM,844RPM,850RPM,0.91V,3%,44.00°C,0RPM,30.20°C,480RPM,481RPM,960RPM
29/1/2020 10:01:17 AM,30.00°C,34.00°C,40.00°C,32.00°C,33.00°C,42.00°C,956RPM,850RPM,857RPM,0.91V,2%,44.00°C,0RPM,30.10°C,480RPM,480RPM,960RPM
29/1/2020 10:01:22 AM,30.00°C,35.00°C,46.00°C,32.00°C,33.00°C,42.00°C,964RPM,856RPM,863RPM,0.94V,4%,45.00°C,0RPM,30.20°C,480RPM,480RPM,960RPM
29/1/2020 10:01:27 AM,31.00°C,35.00°C,48.00°C,32.00°C,34.00°C,42.00°C,962RPM,854RPM,863RPM,0.92V,4%,47.00°C,0RPM,30.20°C,480RPM,480RPM,990RPM
29/1/2020 10:01:32 AM,31.00°C,35.00°C,40.00°C,33.00°C,33.00°C,42.00°C,960RPM,860RPM,864RPM,0.91V,7%,48.00°C,0RPM,30.20°C,485RPM,480RPM,960RPM
29/1/2020 10:01:37 AM,31.00°C,35.00°C,47.00°C,33.00°C,34.00°C,43.00°C,960RPM,857RPM,862RPM,0.91V,4%,48.00°C,0RPM,30.30°C,480RPM,480RPM,960RPM
29/1/2020 10:01:42 AM,31.00°C,35.00°C,41.00°C,33.00°C,34.00°C,43.00°C,957RPM,858RPM,864RPM,0.91V,6%,49.00°C,0RPM,30.30°C,482RPM,480RPM,960RPM
29/1/2020 10:01:47 AM,31.00°C,35.00°C,42.00°C,33.00°C,34.00°C,43.00°C,959RPM,861RPM,866RPM,0.92V,3%,50.00°C,0RPM,30.40°C,480RPM,480RPM,960RPM
29/1/2020 10:01:52 AM,31.00°C,36.00°C,38.00°C,33.00°C,34.00°C,43.00°C,957RPM,856RPM,864RPM,0.92V,3%,50.00°C,0RPM,30.40°C,480RPM,480RPM,960RPM
29/1/2020 10:01:57 AM,31.00°C,36.00°C,40.00°C,33.00°C,34.00°C,43.00°C,964RPM,858RPM,868RPM,1.43V,4%,51.00°C,0RPM,30.40°C,480RPM,480RPM,960RPM
29/1/2020 10:02:02 AM,31.00°C,36.00°C,53.00°C,34.00°C,34.00°C,43.00°C,960RPM,862RPM,865RPM,0.94V,6%,51.00°C,0RPM,30.50°C,480RPM,480RPM,960RPM
29/1/2020 10:02:07 AM,31.00°C,36.00°C,49.00°C,34.00°C,34.00°C,43.00°C,962RPM,856RPM,865RPM,0.92V,1%,50.00°C,0RPM,30.50°C,484RPM,480RPM,990RPM
