Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
21/1/2020 10:24:48 AM,38.00°C,44.00°C,59.00°C,41.00°C,47.00°C,51.00°C,967RPM,1073RPM,1105RPM,1.40V,11%,50.00°C,0RPM,34.70°C,578RPM,576RPM,960RPM
21/1/2020 10:24:53 AM,38.00°C,44.00°C,50.00°C,41.00°C,47.00°C,51.00°C,970RPM,1071RPM,1103RPM,0.90V,2%,51.00°C,0RPM,34.70°C,580RPM,578RPM,960RPM
21/1/2020 10:24:58 AM,38.00°C,44.00°C,50.00°C,41.00°C,46.00°C,51.00°C,973RPM,1071RPM,1103RPM,0.92V,2%,51.00°C,0RPM,34.70°C,580RPM,580RPM,960RPM
21/1/2020 10:25:03 AM,38.00°C,44.00°C,42.00°C,41.00°C,46.00°C,51.00°C,968RPM,1073RPM,1108RPM,0.94V,3%,51.00°C,0RPM,34.60°C,577RPM,578RPM,990RPM
21/1/2020 10:25:08 AM,38.00°C,44.00°C,47.00°C,41.00°C,46.00°C,51.00°C,973RPM,1071RPM,1101RPM,0.91V,1%,52.00°C,0RPM,34.60°C,566RPM,567RPM,960RPM
21/1/2020 10:25:13 AM,38.00°C,44.00°C,39.00°C,41.00°C,46.00°C,51.00°C,967RPM,1070RPM,1110RPM,0.92V,1%,52.00°C,0RPM,34.40°C,561RPM,561RPM,960RPM
21/1/2020 10:25:18 AM,38.00°C,44.00°C,53.00°C,41.00°C,46.00°C,51.00°C,971RPM,1073RPM,1103RPM,0.91V,3%,53.00°C,0RPM,34.30°C,560RPM,560RPM,960RPM
21/1/2020 10:25:23 AM,38.00°C,44.00°C,48.00°C,41.00°C,46.00°C,51.00°C,971RPM,1068RPM,1103RPM,0.91V,1%,53.00°C,815RPM,34.30°C,559RPM,561RPM,960RPM
21/1/2020 10:25:28 AM,38.00°C,44.00°C,52.00°C,41.00°C,46.00°C,51.00°C,970RPM,1070RPM,1105RPM,0.92V,2%,52.00°C,871RPM,34.20°C,559RPM,561RPM,960RPM
21/1/2020 10:25:33 AM,38.00°C,44.00°C,46.00°C,41.00°C,46.00°C,51.00°C,973RPM,1078RPM,1101RPM,1.40V,3%,52.00°C,903RPM,34.20°C,559RPM,561RPM,990RPM
21/1/2020 10:25:38 AM,38.00°C,44.00°C,54.00°C,41.00°C,46.00°C,51.00°C,966RPM,1070RPM,1101RPM,0.92V,3%,52.00°C,888RPM,34.10°C,559RPM,561RPM,960RPM
21/1/2020 10:25:43 AM,38.00°C,44.00°C,45.00°C,41.00°C,46.00°C,51.00°C,977RPM,1066RPM,1107RPM,0.92V,4%,51.00°C,834RPM,34.10°C,558RPM,561RPM,960RPM
21/1/2020 10:25:48 AM,38.00°C,44.00°C,49.00°C,41.00°C,46.00°C,51.00°C,970RPM,1071RPM,1099RPM,0.92V,5%,51.00°C,792RPM,34.10°C,558RPM,561RPM,990RPM
21/1/2020 10:25:53 AM,38.00°C,44.00°C,50.00°C,41.00°C,46.00°C,51.00°C,978RPM,1068RPM,1107RPM,0.91V,3%,51.00°C,787RPM,34.10°C,558RPM,561RPM,960RPM
21/1/2020 10:25:58 AM,38.00°C,44.00°C,42.00°C,41.00°C,45.00°C,51.00°C,968RPM,1070RPM,1096RPM,1.43V,2%,51.00°C,786RPM,34.00°C,558RPM,561RPM,960RPM
21/1/2020 10:26:03 AM,38.00°C,44.00°C,60.00°C,41.00°C,46.00°C,51.00°C,968RPM,1073RPM,1099RPM,0.94V,3%,51.00°C,788RPM,34.00°C,558RPM,561RPM,990RPM
21/1/2020 10:26:08 AM,38.00°C,44.00°C,51.00°C,41.00°C,45.00°C,51.00°C,966RPM,1077RPM,1103RPM,0.90V,3%,50.00°C,787RPM,34.00°C,558RPM,561RPM,990RPM
21/1/2020 10:26:13 AM,38.00°C,44.00°C,42.00°C,41.00°C,45.00°C,51.00°C,973RPM,1077RPM,1105RPM,0.94V,2%,50.00°C,787RPM,34.00°C,564RPM,561RPM,990RPM
21/1/2020 10:26:18 AM,38.00°C,44.00°C,51.00°C,41.00°C,45.00°C,51.00°C,973RPM,1071RPM,1105RPM,0.91V,2%,50.00°C,787RPM,33.90°C,558RPM,556RPM,990RPM
21/1/2020 10:26:23 AM,38.00°C,44.00°C,42.00°C,41.00°C,45.00°C,51.00°C,978RPM,1070RPM,1108RPM,0.91V,1%,50.00°C,789RPM,33.90°C,556RPM,554RPM,960RPM
21/1/2020 10:26:28 AM,38.00°C,44.00°C,55.00°C,41.00°C,45.00°C,51.00°C,971RPM,1075RPM,1101RPM,0.91V,1%,50.00°C,788RPM,33.90°C,552RPM,549RPM,960RPM
21/1/2020 10:26:33 AM,38.00°C,44.00°C,51.00°C,41.00°C,45.00°C,50.00°C,975RPM,1077RPM,1103RPM,0.91V,1%,50.00°C,788RPM,33.90°C,549RPM,548RPM,990RPM
21/1/2020 10:26:38 AM,38.00°C,44.00°C,42.00°C,41.00°C,45.00°C,50.00°C,973RPM,1070RPM,1107RPM,0.92V,2%,49.00°C,787RPM,33.90°C,548RPM,547RPM,960RPM
21/1/2020 10:26:43 AM,38.00°C,44.00°C,42.00°C,41.00°C,45.00°C,50.00°C,973RPM,1075RPM,1101RPM,0.94V,1%,49.00°C,788RPM,33.80°C,547RPM,552RPM,960RPM
21/1/2020 10:26:48 AM,38.00°C,44.00°C,39.00°C,41.00°C,45.00°C,51.00°C,977RPM,1071RPM,1107RPM,0.90V,2%,49.00°C,788RPM,33.70°C,547RPM,549RPM,960RPM
21/1/2020 10:26:53 AM,38.00°C,44.00°C,51.00°C,41.00°C,45.00°C,50.00°C,977RPM,1077RPM,1098RPM,1.42V,5%,49.00°C,788RPM,33.70°C,550RPM,549RPM,990RPM
21/1/2020 10:26:58 AM,38.00°C,44.00°C,53.00°C,41.00°C,45.00°C,50.00°C,973RPM,1078RPM,1101RPM,1.42V,1%,49.00°C,788RPM,33.70°C,549RPM,548RPM,990RPM
21/1/2020 10:27:03 AM,38.00°C,44.00°C,48.00°C,41.00°C,45.00°C,50.00°C,975RPM,1077RPM,1105RPM,0.91V,2%,49.00°C,788RPM,33.70°C,548RPM,548RPM,990RPM
21/1/2020 10:27:08 AM,38.00°C,44.00°C,41.00°C,41.00°C,45.00°C,51.00°C,977RPM,1066RPM,1105RPM,0.92V,2%,49.00°C,787RPM,33.70°C,547RPM,541RPM,990RPM
21/1/2020 10:27:13 AM,38.00°C,44.00°C,46.00°C,41.00°C,45.00°C,50.00°C,975RPM,1073RPM,1099RPM,0.91V,5%,49.00°C,786RPM,33.60°C,547RPM,549RPM,960RPM
21/1/2020 10:27:18 AM,38.00°C,44.00°C,53.00°C,41.00°C,46.00°C,50.00°C,977RPM,1075RPM,1107RPM,1.40V,6%,48.00°C,788RPM,33.70°C,546RPM,551RPM,990RPM
21/1/2020 10:27:23 AM,38.00°C,44.00°C,47.00°C,41.00°C,45.00°C,51.00°C,975RPM,1070RPM,1098RPM,0.91V,3%,48.00°C,788RPM,33.70°C,548RPM,550RPM,960RPM
21/1/2020 10:27:28 AM,38.00°C,44.00°C,51.00°C,41.00°C,45.00°C,51.00°C,975RPM,1071RPM,1105RPM,1.42V,9%,48.00°C,787RPM,33.70°C,549RPM,550RPM,990RPM
21/1/2020 10:27:33 AM,38.00°C,44.00°C,50.00°C,41.00°C,45.00°C,51.00°C,977RPM,1075RPM,1105RPM,1.44V,4%,48.00°C,786RPM,33.70°C,549RPM,549RPM,960RPM
21/1/2020 10:27:38 AM,38.00°C,44.00°C,49.00°C,41.00°C,46.00°C,50.00°C,977RPM,1073RPM,1098RPM,1.43V,4%,48.00°C,787RPM,33.80°C,542RPM,548RPM,960RPM
21/1/2020 10:27:43 AM,38.00°C,44.00°C,54.00°C,41.00°C,46.00°C,50.00°C,980RPM,1071RPM,1107RPM,1.44V,7%,48.00°C,788RPM,33.80°C,544RPM,548RPM,990RPM
21/1/2020 10:27:48 AM,38.00°C,44.00°C,51.00°C,41.00°C,46.00°C,51.00°C,975RPM,1071RPM,1101RPM,1.44V,3%,48.00°C,788RPM,33.90°C,546RPM,547RPM,990RPM
21/1/2020 10:27:53 AM,38.00°C,44.00°C,53.00°C,41.00°C,46.00°C,50.00°C,973RPM,1071RPM,1107RPM,1.48V,3%,48.00°C,787RPM,33.90°C,552RPM,553RPM,960RPM
21/1/2020 10:27:58 AM,38.00°C,44.00°C,49.00°C,41.00°C,46.00°C,50.00°C,977RPM,1073RPM,1105RPM,0.92V,3%,48.00°C,788RPM,33.90°C,549RPM,551RPM,960RPM
21/1/2020 10:28:03 AM,38.00°C,44.00°C,47.00°C,41.00°C,46.00°C,50.00°C,975RPM,1066RPM,1096RPM,0.94V,4%,48.00°C,787RPM,33.90°C,549RPM,549RPM,990RPM
