Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB VCPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
27/2/2020 10:32:19 AM,27.00°C,28.00°C,46.00°C,30.00°C,32.00°C,34.00°C,927RPM,754RPM,755RPM,0.97V,8%,33.00°C,0RPM,30.50°C,480RPM,480RPM,960RPM
27/2/2020 10:32:24 AM,28.00°C,29.00°C,42.00°C,30.00°C,32.00°C,35.00°C,931RPM,771RPM,771RPM,0.97V,2%,34.00°C,0RPM,30.50°C,480RPM,480RPM,960RPM
27/2/2020 10:32:29 AM,28.00°C,29.00°C,43.00°C,30.00°C,32.00°C,36.00°C,931RPM,782RPM,785RPM,1.45V,0%,34.00°C,0RPM,30.40°C,480RPM,480RPM,930RPM
27/2/2020 10:32:34 AM,28.00°C,29.00°C,39.00°C,30.00°C,32.00°C,36.00°C,931RPM,785RPM,783RPM,0.97V,0%,34.00°C,0RPM,30.30°C,516RPM,503RPM,960RPM
27/2/2020 10:32:39 AM,28.00°C,30.00°C,41.00°C,30.00°C,32.00°C,36.00°C,932RPM,790RPM,785RPM,0.19V,0%,35.00°C,0RPM,30.20°C,493RPM,486RPM,960RPM
27/2/2020 10:32:44 AM,28.00°C,30.00°C,35.00°C,30.00°C,32.00°C,37.00°C,936RPM,811RPM,811RPM,1.43V,0%,35.00°C,0RPM,30.10°C,481RPM,480RPM,960RPM
27/2/2020 10:32:49 AM,29.00°C,30.00°C,35.00°C,30.00°C,32.00°C,37.00°C,936RPM,821RPM,817RPM,1.15V,0%,35.00°C,0RPM,30.00°C,480RPM,480RPM,960RPM
27/2/2020 10:32:54 AM,29.00°C,30.00°C,46.00°C,30.00°C,32.00°C,37.00°C,936RPM,824RPM,816RPM,1.44V,0%,36.00°C,0RPM,29.90°C,480RPM,474RPM,930RPM
27/2/2020 10:32:59 AM,29.00°C,31.00°C,37.00°C,30.00°C,32.00°C,38.00°C,935RPM,824RPM,817RPM,0.97V,0%,36.00°C,0RPM,29.70°C,465RPM,468RPM,960RPM
27/2/2020 10:33:04 AM,29.00°C,31.00°C,56.00°C,30.00°C,32.00°C,38.00°C,936RPM,822RPM,817RPM,1.38V,3%,37.00°C,0RPM,29.70°C,464RPM,462RPM,960RPM
27/2/2020 10:33:09 AM,29.00°C,31.00°C,48.00°C,30.00°C,32.00°C,38.00°C,936RPM,827RPM,815RPM,1.44V,1%,37.00°C,0RPM,29.60°C,460RPM,460RPM,960RPM
27/2/2020 10:33:14 AM,29.00°C,31.00°C,40.00°C,30.00°C,32.00°C,39.00°C,932RPM,854RPM,844RPM,1.43V,2%,38.00°C,0RPM,29.60°C,457RPM,459RPM,930RPM
27/2/2020 10:33:19 AM,30.00°C,32.00°C,37.00°C,30.00°C,32.00°C,39.00°C,936RPM,858RPM,846RPM,1.43V,0%,38.00°C,0RPM,29.60°C,461RPM,458RPM,960RPM
27/2/2020 10:33:24 AM,30.00°C,32.00°C,37.00°C,30.00°C,32.00°C,39.00°C,936RPM,853RPM,847RPM,0.96V,0%,39.00°C,0RPM,29.60°C,459RPM,457RPM,960RPM
27/2/2020 10:33:29 AM,30.00°C,32.00°C,39.00°C,31.00°C,32.00°C,39.00°C,932RPM,853RPM,848RPM,1.45V,0%,39.00°C,0RPM,29.50°C,457RPM,456RPM,930RPM
27/2/2020 10:33:34 AM,30.00°C,32.00°C,36.00°C,31.00°C,32.00°C,39.00°C,936RPM,854RPM,847RPM,1.45V,0%,40.00°C,0RPM,29.50°C,461RPM,456RPM,960RPM
27/2/2020 10:33:39 AM,30.00°C,33.00°C,42.00°C,31.00°C,32.00°C,40.00°C,939RPM,858RPM,847RPM,0.91V,0%,40.00°C,0RPM,29.50°C,459RPM,462RPM,960RPM
27/2/2020 10:33:44 AM,30.00°C,33.00°C,33.00°C,31.00°C,32.00°C,40.00°C,939RPM,857RPM,846RPM,0.19V,0%,41.00°C,0RPM,29.40°C,462RPM,461RPM,960RPM
27/2/2020 10:33:49 AM,30.00°C,33.00°C,41.00°C,31.00°C,32.00°C,40.00°C,936RPM,856RPM,848RPM,0.20V,1%,41.00°C,0RPM,29.40°C,461RPM,461RPM,960RPM
27/2/2020 10:33:54 AM,30.00°C,33.00°C,42.00°C,31.00°C,32.00°C,40.00°C,936RPM,852RPM,849RPM,0.96V,0%,41.00°C,0RPM,29.30°C,457RPM,460RPM,960RPM
27/2/2020 10:33:59 AM,30.00°C,34.00°C,34.00°C,31.00°C,32.00°C,40.00°C,939RPM,848RPM,848RPM,0.89V,1%,42.00°C,0RPM,29.30°C,457RPM,461RPM,930RPM
27/2/2020 10:34:04 AM,30.00°C,34.00°C,42.00°C,31.00°C,33.00°C,40.00°C,939RPM,849RPM,846RPM,1.45V,1%,42.00°C,0RPM,29.30°C,461RPM,460RPM,960RPM
27/2/2020 10:34:09 AM,30.00°C,34.00°C,63.00°C,32.00°C,33.00°C,41.00°C,936RPM,849RPM,849RPM,1.42V,2%,43.00°C,0RPM,29.30°C,457RPM,460RPM,960RPM
27/2/2020 10:34:14 AM,30.00°C,34.00°C,54.00°C,32.00°C,33.00°C,41.00°C,938RPM,856RPM,849RPM,0.94V,0%,43.00°C,0RPM,29.30°C,462RPM,459RPM,930RPM
27/2/2020 10:34:19 AM,31.00°C,34.00°C,49.00°C,32.00°C,33.00°C,41.00°C,935RPM,857RPM,858RPM,0.92V,1%,44.00°C,0RPM,29.30°C,459RPM,458RPM,960RPM
27/2/2020 10:34:24 AM,30.00°C,34.00°C,40.00°C,32.00°C,33.00°C,41.00°C,939RPM,869RPM,863RPM,0.91V,1%,44.00°C,0RPM,29.30°C,457RPM,458RPM,960RPM
27/2/2020 10:34:29 AM,31.00°C,34.00°C,41.00°C,32.00°C,33.00°C,41.00°C,936RPM,863RPM,864RPM,0.89V,1%,44.00°C,0RPM,29.30°C,461RPM,457RPM,960RPM
27/2/2020 10:34:34 AM,31.00°C,34.00°C,37.00°C,32.00°C,33.00°C,41.00°C,936RPM,864RPM,864RPM,0.91V,0%,45.00°C,0RPM,29.30°C,457RPM,456RPM,930RPM
27/2/2020 10:34:39 AM,31.00°C,34.00°C,33.00°C,33.00°C,33.00°C,41.00°C,936RPM,864RPM,866RPM,1.46V,1%,45.00°C,0RPM,29.30°C,461RPM,462RPM,960RPM
27/2/2020 10:34:44 AM,31.00°C,35.00°C,34.00°C,33.00°C,33.00°C,42.00°C,934RPM,866RPM,864RPM,0.90V,1%,45.00°C,0RPM,29.30°C,457RPM,461RPM,960RPM
